hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,135,2016,August,35,22,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,72.42,0,0,Check-Out,2016-08-28
City Hotel,0,143,2016,August,35,25,0,3,2,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,100.0,0,0,Check-Out,2016-08-28
City Hotel,0,143,2016,August,35,25,0,3,2,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,100.0,0,0,Check-Out,2016-08-28
City Hotel,0,197,2016,August,35,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,112.0,0,0,Check-Out,2016-08-28
City Hotel,0,137,2016,August,35,26,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,0,Check-Out,2016-08-28
City Hotel,0,143,2016,August,35,25,0,3,2,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,100.0,0,0,Check-Out,2016-08-28
City Hotel,0,143,2016,August,35,25,0,3,2,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,100.0,0,1,Check-Out,2016-08-28
City Hotel,0,143,2016,August,35,25,0,3,2,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,100.0,0,0,Check-Out,2016-08-28
City Hotel,0,48,2016,August,35,24,0,4,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.3,0,1,Check-Out,2016-08-28
City Hotel,0,136,2016,August,35,26,0,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,0,Check-Out,2016-08-28
City Hotel,0,143,2016,August,35,25,0,3,1,0.0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-08-28
City Hotel,0,5,2016,August,35,26,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,2,Check-Out,2016-08-28
City Hotel,0,136,2016,August,35,26,0,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,1,Check-Out,2016-08-28
City Hotel,0,58,2016,August,35,24,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.0,0,1,Check-Out,2016-08-28
City Hotel,0,167,2016,August,35,26,1,2,2,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,0,Check-Out,2016-08-29
City Hotel,0,11,2016,August,36,28,1,0,2,0.0,0,SC,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,100.0,0,0,Check-Out,2016-08-29
City Hotel,0,40,2016,August,36,28,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,0,Check-Out,2016-08-29
City Hotel,0,287,2016,August,35,24,1,4,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,B,B,1,No Deposit,,,0,Transient,76.72,0,0,Check-Out,2016-08-29
City Hotel,0,80,2016,August,35,27,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.4,0,2,Check-Out,2016-08-29
City Hotel,0,47,2016,August,35,23,1,5,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,163.95,0,0,Check-Out,2016-08-29
City Hotel,0,143,2016,August,35,25,1,3,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,112.45,0,0,Check-Out,2016-08-29
City Hotel,0,49,2016,August,36,28,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,0,Check-Out,2016-08-29
City Hotel,0,52,2016,August,36,28,1,0,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,3,Check-Out,2016-08-29
City Hotel,0,287,2016,August,35,24,1,4,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,90.1,0,1,Check-Out,2016-08-29
City Hotel,0,47,2016,August,36,28,1,0,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,99.0,0,0,Check-Out,2016-08-29
City Hotel,0,287,2016,August,35,24,1,4,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,B,B,1,No Deposit,,,0,Transient,76.71,0,0,Check-Out,2016-08-29
City Hotel,0,53,2016,August,35,26,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.7,0,0,Check-Out,2016-08-29
City Hotel,0,139,2016,August,35,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.87,0,1,Check-Out,2016-08-29
City Hotel,0,167,2016,August,35,21,4,5,3,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,96.9,0,2,Check-Out,2016-08-30
City Hotel,0,128,2016,August,36,28,2,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,0,Check-Out,2016-08-30
City Hotel,0,48,2016,August,35,25,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,184.26,0,2,Check-Out,2016-08-30
City Hotel,0,197,2016,August,35,23,2,5,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,112.32,0,2,Check-Out,2016-08-30
City Hotel,0,185,2016,August,35,25,2,3,0,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,,0,Transient,84.82,0,0,Check-Out,2016-08-30
City Hotel,0,188,2016,August,35,25,2,3,2,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9.0,,0,Transient,84.82,0,1,Check-Out,2016-08-30
City Hotel,0,37,2016,August,36,28,2,0,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,111.6,0,0,Check-Out,2016-08-30
City Hotel,0,192,2016,August,35,25,2,3,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,126.65,0,1,Check-Out,2016-08-30
City Hotel,0,15,2016,August,36,28,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,1,Check-Out,2016-08-30
City Hotel,0,224,2016,August,35,22,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,72.76,0,0,Check-Out,2016-08-30
City Hotel,0,3,2016,October,44,23,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,,40.0,0,Transient,67.0,1,1,Check-Out,2016-10-25
City Hotel,0,5,2016,November,46,7,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,,40.0,0,Transient,67.0,1,1,Check-Out,2016-11-08
City Hotel,0,207,2016,August,34,20,4,6,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient-Party,72.25,0,0,Check-Out,2016-08-30
City Hotel,0,57,2016,August,36,29,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,2016-08-30
City Hotel,0,1,2016,August,35,26,2,2,2,0.0,0,BB,GEO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,96.3,0,0,Check-Out,2016-08-30
City Hotel,0,61,2016,August,36,28,2,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,82.45,0,0,Check-Out,2016-08-30
City Hotel,0,7,2016,August,35,26,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.0,0,1,Check-Out,2016-08-30
City Hotel,0,36,2016,August,36,28,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.7,0,0,Check-Out,2016-08-31
City Hotel,0,41,2016,August,36,28,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,76.5,0,0,Check-Out,2016-08-31
City Hotel,0,21,2016,August,36,28,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,2016-08-31
City Hotel,0,163,2016,August,35,21,4,6,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient-Party,72.25,0,1,Check-Out,2016-08-31
City Hotel,0,196,2016,August,36,28,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,105.3,0,0,Check-Out,2016-08-31
City Hotel,0,36,2016,August,36,28,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,67.5,0,2,Check-Out,2016-08-31
City Hotel,0,47,2016,August,36,28,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,72.25,0,0,Check-Out,2016-08-31
City Hotel,0,6,2016,October,41,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2016-10-07
City Hotel,0,0,2016,August,36,31,0,0,2,1.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,C,1,No Deposit,7.0,,0,Transient,0.0,0,2,Check-Out,2016-08-31
City Hotel,0,1,2016,August,36,30,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,67.0,1,1,Check-Out,2016-09-01
City Hotel,0,94,2017,June,22,2,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,0,1,F,F,1,No Deposit,,45.0,0,Transient,0.0,1,4,Check-Out,2017-06-03
City Hotel,0,15,2016,August,36,29,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,1,Check-Out,2016-09-01
City Hotel,0,22,2016,August,36,30,0,2,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Group,199.82,0,1,Check-Out,2016-09-01
City Hotel,0,132,2016,August,36,30,0,2,1,0.0,0,BB,NZL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,70.56,0,0,Check-Out,2016-09-01
City Hotel,0,30,2016,August,36,28,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.83,0,1,Check-Out,2016-09-01
City Hotel,0,141,2016,August,36,29,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,2,Check-Out,2016-09-01
City Hotel,0,156,2016,August,36,28,2,2,3,1.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.7,0,1,Check-Out,2016-09-01
City Hotel,0,48,2016,August,36,29,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,0,Check-Out,2016-09-01
City Hotel,0,60,2016,August,36,28,2,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,111.6,0,0,Check-Out,2016-09-01
City Hotel,0,52,2016,August,36,29,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Check-Out,2016-09-01
City Hotel,0,163,2016,August,36,29,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,90.95,0,0,Check-Out,2016-09-01
City Hotel,0,63,2016,August,36,30,0,2,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,174.6,0,1,Check-Out,2016-09-01
City Hotel,0,11,2016,August,36,28,2,2,3,1.0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,246.0,0,0,Check-Out,2016-09-01
City Hotel,0,151,2016,August,36,28,2,2,2,2.0,0,HB,AUT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,226.35,0,2,Check-Out,2016-09-01
City Hotel,0,230,2016,August,36,29,1,3,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,72.75,0,1,Check-Out,2016-09-02
City Hotel,0,220,2016,August,36,31,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,137.7,1,1,Check-Out,2016-09-02
City Hotel,0,12,2016,August,36,31,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.5,0,1,Check-Out,2016-09-02
City Hotel,0,0,2016,September,36,1,0,1,1,0.0,0,BB,ESP,Complementary,TA/TO,0,0,0,B,B,0,No Deposit,42.0,,0,Transient,0.0,0,0,Check-Out,2016-09-02
City Hotel,0,5,2016,August,36,30,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2016-09-02
City Hotel,0,3,2016,August,36,29,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,146.5,0,2,Check-Out,2016-09-02
City Hotel,0,200,2016,August,36,29,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,90.95,0,0,Check-Out,2016-09-02
City Hotel,0,0,2016,August,36,30,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,3,Check-Out,2016-09-02
City Hotel,0,40,2016,September,36,1,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,2,Check-Out,2016-09-02
City Hotel,0,26,2016,August,36,31,0,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.0,0,1,Check-Out,2016-09-02
City Hotel,0,47,2016,August,36,28,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,116.5,0,2,Check-Out,2016-09-02
City Hotel,0,85,2016,August,36,29,1,3,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Check-Out,2016-09-02
City Hotel,0,79,2016,August,36,28,2,3,2,2.0,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,236.0,1,2,Check-Out,2016-09-02
City Hotel,0,6,2016,August,36,29,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,123.2,0,0,Check-Out,2016-09-02
City Hotel,0,59,2016,August,36,28,2,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.3,0,1,Check-Out,2016-09-02
City Hotel,0,5,2016,August,36,28,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,110.01,0,0,Check-Out,2016-09-02
City Hotel,0,61,2016,August,36,29,1,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0,Check-Out,2016-09-02
City Hotel,0,31,2016,August,36,28,2,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,108.3,0,0,Check-Out,2016-09-02
City Hotel,0,8,2016,September,36,1,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,0,Check-Out,2016-09-02
City Hotel,0,35,2016,August,36,30,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,119.0,0,2,Check-Out,2016-09-03
City Hotel,0,70,2016,August,36,31,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,80.75,0,0,Check-Out,2016-09-03
City Hotel,0,180,2016,August,35,27,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,90.95,0,0,Check-Out,2016-09-03
City Hotel,0,64,2016,September,36,2,0,1,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,9.0,,0,Transient,145.5,1,2,Check-Out,2016-09-03
City Hotel,0,38,2016,September,36,2,0,1,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,76.23,0,1,Check-Out,2016-09-03
City Hotel,0,36,2016,September,36,1,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,2,Check-Out,2016-09-03
City Hotel,0,8,2016,September,36,2,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Check-Out,2016-09-03
City Hotel,0,47,2016,August,36,30,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,2,Check-Out,2016-09-03
City Hotel,0,90,2016,August,36,31,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.9,0,2,Check-Out,2016-09-03
City Hotel,0,2,2016,September,36,2,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,249.0,1,1,Check-Out,2016-09-03
City Hotel,0,42,2016,August,36,30,0,4,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.2,0,2,Check-Out,2016-09-03
City Hotel,0,34,2016,August,35,27,2,5,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.89,0,1,Check-Out,2016-09-03
City Hotel,0,6,2016,August,36,31,0,3,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,119.0,0,1,Check-Out,2016-09-03
City Hotel,0,53,2016,September,36,1,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient,89.1,0,2,Check-Out,2016-09-03
City Hotel,0,12,2016,September,36,2,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,2,Check-Out,2016-09-03
City Hotel,0,30,2016,August,36,30,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,84.55,0,2,Check-Out,2016-09-03
City Hotel,0,46,2016,September,36,1,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,2016-09-03
City Hotel,0,0,2016,September,36,2,0,1,1,0.0,0,BB,JPN,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,150.0,0,0,Check-Out,2016-09-03
City Hotel,0,28,2016,August,36,30,0,4,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.5,0,2,Check-Out,2016-09-03
City Hotel,0,78,2016,September,36,1,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1,Check-Out,2016-09-04
City Hotel,0,0,2016,August,36,31,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient,95.0,0,0,Check-Out,2016-09-04
City Hotel,0,317,2016,September,36,1,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Contract,106.2,0,1,Check-Out,2016-09-04
City Hotel,0,308,2016,September,36,1,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,68.69,0,0,Check-Out,2016-09-04
City Hotel,0,66,2016,September,36,1,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.9,0,1,Check-Out,2016-09-04
City Hotel,0,40,2016,August,36,31,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,85.5,0,0,Check-Out,2016-09-04
City Hotel,0,156,2016,August,36,29,1,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.6,0,0,Check-Out,2016-09-04
City Hotel,0,43,2016,August,36,31,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0,Check-Out,2016-09-04
City Hotel,0,40,2016,August,36,28,2,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,100.16,0,0,Check-Out,2016-09-04
City Hotel,0,63,2016,September,36,3,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,109.8,0,1,Check-Out,2016-09-04
City Hotel,0,217,2016,September,36,1,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient-Party,80.75,0,1,Check-Out,2016-09-05
City Hotel,0,5,2016,September,36,3,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,96.0,0,1,Check-Out,2016-09-05
City Hotel,0,233,2016,September,36,3,1,1,1,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,73.0,0,0,Check-Out,2016-09-05
City Hotel,0,138,2016,September,36,3,1,1,3,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,139.2,0,0,Check-Out,2016-09-05
City Hotel,0,5,2016,September,36,3,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,96.0,0,1,Check-Out,2016-09-05
City Hotel,0,226,2016,September,36,1,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27.0,,0,Transient-Party,80.75,0,1,Check-Out,2016-09-05
City Hotel,0,83,2016,September,37,4,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,42.0,,0,Transient,101.15,0,1,Check-Out,2016-09-05
City Hotel,0,53,2016,September,36,3,1,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,9.0,,0,Transient,123.3,0,2,Check-Out,2016-09-05
City Hotel,0,32,2016,September,36,2,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,94.94,0,1,Check-Out,2016-09-05
City Hotel,0,50,2016,September,36,2,1,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,193.5,0,0,Check-Out,2016-09-05
City Hotel,0,43,2016,September,36,2,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,2,Check-Out,2016-09-05
City Hotel,0,66,2016,September,36,2,1,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.3,0,1,Check-Out,2016-09-05
City Hotel,0,51,2016,September,37,4,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,2,Check-Out,2016-09-05
City Hotel,0,233,2016,September,36,3,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,96.0,0,1,Check-Out,2016-09-05
City Hotel,0,14,2016,September,36,1,1,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,,0,Transient,210.0,0,1,Check-Out,2016-09-05
City Hotel,0,230,2016,September,36,2,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0,1,Check-Out,2016-09-05
City Hotel,0,92,2016,September,36,2,1,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.1,0,2,Check-Out,2016-09-05
City Hotel,0,36,2016,August,35,27,3,6,0,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,K,2,No Deposit,9.0,,0,Transient,89.2,0,2,Check-Out,2016-09-05
City Hotel,0,15,2016,September,36,2,1,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.0,0,0,Check-Out,2016-09-05
City Hotel,0,0,2016,September,37,5,1,0,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,149.0,0,0,Check-Out,2016-09-06
City Hotel,0,33,2016,September,36,3,2,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,190.8,1,0,Check-Out,2016-09-06
